Sample	bam_file	total_reads	mapped_reads	mapped_bases	sequenced_bases	mean_insert_size	median_insert_size	mean_mapping_quality	general_error_rate	mean_coverage	percentage_aligned	Tumor_Sample_Barcode	Recalibrated
HF004_ET001_D01.recal	HF004_ET001_D01.recal.bam	368962290	368779018	13311302257	13310086561	17343.1447	88	57.3559	0.0027	363.3952	99.9503277150627	HF004_ET001_D01	Yes
HF004_ET001_D01_1	HF004_ET001_D01_1.bam	146250482	146139968	9505285932	9504411661	15392.9406	92	57.4682	0.0031	259.4919	99.924435120836	HF004_ET001_D01	No
HF004_ET001_D01_2	HF004_ET001_D01_2.bam	135983214	135893544	8811932222	8811115275	15021.8892	91	57.4742	0.003	240.5635	99.9340580374869	HF004_ET001_D01	No
HF004_ET001_D01_3	HF004_ET001_D01_3.bam	89716954	89658639	5829189306	5828651924	15517.2384	92	57.4981	0.0031	159.1354	99.9350011370203	HF004_ET001_D01	No
HF004_RN001_D01.recal	HF004_RN001_D01.recal.bam	211452570	211328454	7843534304	7842842079	8770.6624	83	57.4409	0.0024	214.1265	99.9413031489757	HF004_RN001_D01	Yes
HF004_RN001_D01_1	HF004_RN001_D01_1.bam	82993154	82918788	5300484696	5300009729	7760.5341	87	57.5527	0.0028	144.7019	99.910395018847	HF004_RN001_D01	No
HF004_RN001_D01_2	HF004_RN001_D01_2.bam	78510156	78448895	4993625665	4993176671	7490.6551	86	57.5551	0.0027	136.3247	99.9219706046693	HF004_RN001_D01	No
HF004_RN001_D01_3	HF004_RN001_D01_3.bam	51439686	51398532	3284268336	3283968983	7674.8232	87	57.5788	0.0028	89.6597	99.9199956236125	HF004_RN001_D01	No
HF006_ET001_D01.recal	HF006_ET001_D01.recal.bam	632577546	632231466	25288693537	25286396504	14548.1263	93	57.3376	0.0028	690.3749	99.9452905019806	HF006_ET001_D01	Yes
HF006_ET001_D01_1	HF006_ET001_D01_1.bam	249331968	249090419	16289272934	16287767153	12290.2226	94	57.4327	0.0031	444.693	99.9031215283232	HF006_ET001_D01	No
HF006_ET001_D01_2	HF006_ET001_D01_2.bam	234345596	234151374	15282132077	15280711242	11744.628	94	57.4397	0.003	417.1983	99.9171215489793	HF006_ET001_D01	No
HF006_ET001_D01_3	HF006_ET001_D01_3.bam	153842888	153715898	10054170280	10053230055	12421.9072	94	57.4726	0.0031	274.4763	99.9174547477294	HF006_ET001_D01	No
HF006_RN001_D01.recal	HF006_RN001_D01.recal.bam	333629831	333413609	11655500661	11654513066	11385.6166	79	57.3369	0.0022	318.1922	99.9351910471099	HF006_RN001_D01	Yes
HF006_RN001_D01_1	HF006_RN001_D01_1.bam	131375246	131228064	8132870391	8132162609	9358.0447	81	57.4592	0.0026	222.0253	99.8879682402269	HF006_RN001_D01	No
HF006_RN001_D01_2	HF006_RN001_D01_2.bam	124439198	124320107	7679051704	7678379386	8844.6328	81	57.465	0.0025	209.6362	99.9042978402995	HF006_RN001_D01	No
HF006_RN001_D01_3	HF006_RN001_D01_3.bam	80086544	80006222	4958863796	4958429727	9418.3937	81	57.4947	0.0026	135.3757	99.8997059980513	HF006_RN001_D01	No
HF007_ET001_D02.recal	HF007_ET001_D02.recal.bam	174665770	174586063	9425535510	9424579379	12152.2412	94	57.4878	0.0024	257.2987	99.9543659871078	HF007_ET001_D02	Yes
HF007_ET001_D02_1	HF007_ET001_D02_1.bam	44432338	44404151	2971083631	2970782890	11410.4298	95	57.5692	0.0025	81.1048	99.9365619697978	HF007_ET001_D02	No
HF007_ET001_D02_2	HF007_ET001_D02_2.bam	44180728	44152998	2953806350	2953505395	11044.8858	95	57.5747	0.0024	80.6331	99.9372350767964	HF007_ET001_D02	No
HF007_ET001_D02_3	HF007_ET001_D02_3.bam	43048612	43021526	2879891013	2879597792	11739.607	95	57.5768	0.0025	78.6154	99.937080433627	HF007_ET001_D02	No
HF007_ET001_D02_4	HF007_ET001_D02_4.bam	44048720	44019688	2945314849	2945013108	11544.8906	95	57.5717	0.0025	80.4013	99.9340911608782	HF007_ET001_D02	No
HF007_RN001_D01.recal	HF007_RN001_D01.recal.bam	207255750	207159599	10663574901	10662525092	7744.8735	88	57.5369	0.002	291.0947	99.953607559742	HF007_RN001_D01	Yes
HF007_RN001_D01_1	HF007_RN001_D01_1.bam	52648780	52611979	3466313232	3465968051	7126.4813	90	57.6201	0.0021	94.6236	99.9301009444094	HF007_RN001_D01	No
HF007_RN001_D01_2	HF007_RN001_D01_2.bam	52415936	52379446	3451681485	3451337447	6883.7086	90	57.6204	0.0021	94.2242	99.9303837672574	HF007_RN001_D01	No
HF007_RN001_D01_3	HF007_RN001_D01_3.bam	51079604	51043353	3365872130	3365538480	7117.9053	90	57.6226	0.0021	91.8817	99.9290303816764	HF007_RN001_D01	No
HF007_RN001_D01_4	HF007_RN001_D01_4.bam	52187018	52149020	3436979371	3436635806	6788.1461	90	57.6194	0.0022	93.8228	99.9271887885987	HF007_RN001_D01	No
HF016_ET001_D01.recal	HF016_ET001_D01.recal.bam	280120046	280004195	13677830711	13676685902	7249.5295	95	57.4674	0.0025	373.4013	99.9586423743483	HF016_ET001_D01	Yes
HF016_ET001_D01_1	HF016_ET001_D01_1.bam	281757904	281606356	18387354875	18385807697	6350.2867	96	57.484	0.0026	501.9701	99.9462133988617	HF016_ET001_D01	No
HF016_ET001_D02.recal	HF016_ET001_D02.recal.bam	37253199	37238531	591850106	591676015	10340.5809	97	59.0287	0.0046	1107.8978	99.9606262001822	HF016_ET001_D02	Yes
HF016_ET001_D02_1	HF016_ET001_D02_1.bam	37713836	37689445	2036738416	2036149000	6270.4706	100	58.9	0.0051	3812.6175	99.9353261227524	HF016_ET001_D02	No
HF016_RN001_D01.recal	HF016_RN001_D01.recal.bam	286275862	286157902	13720324461	13718779662	4892.4968	95	57.5835	0.0018	374.5614	99.9587949891493	HF016_RN001_D01	Yes
HF016_RN001_D01_1	HF016_RN001_D01_1.bam	287494094	287340933	19066452505	19064301272	4283.9732	95	57.6022	0.0019	520.5093	99.9467255142987	HF016_RN001_D01	No
HF016_RN001_D03.recal	HF016_RN001_D03.recal.bam	245269448	245120540	8940737117	8939627879	6070.305	80	57.4471	0.0022	244.0646	99.9392879948097	HF016_RN001_D03	Yes
HF016_RN001_D03_1	HF016_RN001_D03_1.bam	247064224	246632241	15728655211	15726620657	4850.461	82	57.4986	0.0024	429.3615	99.8251535600719	HF016_RN001_D03	No
HF016_RT001_D01.recal	HF016_RT001_D01.recal.bam	231416927	231309601	10517307608	10515817854	7108.4633	91	57.4505	0.0025	287.1198	99.9536222343839	HF016_RT001_D01	Yes
HF016_RT001_D01_1	HF016_RT001_D01_1.bam	232783314	232646620	15142423396	15140242156	6268.3952	93	57.4823	0.0027	413.3843	99.941278437165	HF016_RT001_D01	No
HF031_ET001_D01.recal	HF031_ET001_D01.recal.bam	277972722	277853100	14956776490	14955508814	23001.4169	97	57.4361	0.0025	408.2907	99.9569662810296	HF031_ET001_D01	Yes
HF031_ET001_D01_1	HF031_ET001_D01_1.bam	70445810	70403340	4634552325	4634157563	21019.8541	98	57.5385	0.0026	126.5142	99.939712525131	HF031_ET001_D01	No
HF031_ET001_D01_2	HF031_ET001_D01_2.bam	70621222	70580220	4646042326	4645645169	21412.299	98	57.5409	0.0026	126.8279	99.9419409649977	HF031_ET001_D01	No
HF031_ET001_D01_3	HF031_ET001_D01_3.bam	69103492	69061795	4548115831	4547730128	21373.4092	98	57.539	0.0026	124.1547	99.9396600681193	HF031_ET001_D01	No
HF031_ET001_D01_4	HF031_ET001_D01_4.bam	69814060	69770248	4592688151	4592295606	21820.0558	98	57.5372	0.0027	125.3714	99.9372447326513	HF031_ET001_D01	No
HF031_RN001_D01.recal	HF031_RN001_D01.recal.bam	180627628	180535550	9396217584	9394973653	8135.63	94	57.5904	0.0022	256.4984	99.9490233022381	HF031_RN001_D01	Yes
HF031_RN001_D01_1	HF031_RN001_D01_1.bam	45828082	45794907	3007731799	3007329667	7757.3908	95	57.6715	0.0023	82.1052	99.927609887754	HF031_RN001_D01	No
HF031_RN001_D01_2	HF031_RN001_D01_2.bam	45800286	45768016	3005267760	3004864235	7483.4925	96	57.6739	0.0022	82.0379	99.9295419246945	HF031_RN001_D01	No
HF031_RN001_D01_3	HF031_RN001_D01_3.bam	44686658	44654560	2933697944	2933304629	8011.8606	96	57.6733	0.0023	80.0842	99.9281709542924	HF031_RN001_D01	No
HF031_RN001_D01_4	HF031_RN001_D01_4.bam	45407186	45373312	2979567933	2979166719	7628.3401	95	57.6698	0.0023	81.3364	99.9253994731142	HF031_RN001_D01	No
HF032_ET001_D01.recal	HF032_ET001_D01.recal.bam	208810780	208685384	9870995068	9870019583	16409.5226	99	57.4784	0.0027	269.4589	99.9399475448538	HF032_ET001_D01	Yes
HF032_ET001_D01_1	HF032_ET001_D01_1.bam	210379922	210193378	13502221071	13500867803	14955.2268	100	57.497	0.0029	368.5842	99.911329941457	HF032_ET001_D01	No
HF032_RN001_D03.recal	HF032_RN001_D03.recal.bam	202373043	202244817	9144228069	9143339859	14398.5574	82	57.4445	0.0021	249.6195	99.936638794328	HF032_RN001_D03	Yes
HF032_RN001_D03_3	HF032_RN001_D03_3.bam	203866304	203628133	12818122727	12816865210	13270.441	83	57.4724	0.0023	349.9097	99.8831729445588	HF032_RN001_D03	No
HF033_ET001_D01.recal	HF033_ET001_D01.recal.bam	379378024	379223782	18450850834	18448898077	6615.6599	97	57.4965	0.0023	503.7035	99.9593434542218	HF033_ET001_D01	Yes
HF033_ET001_D01_1	HF033_ET001_D01_1.bam	382034484	381831255	25342165895	25339459230	5865.3755	98	57.5094	0.0024	691.8347	99.9468034932679	HF033_ET001_D01	No
HF033_RN001_D01.recal	HF033_RN001_D01.recal.bam	217865615	217772132	10558475330	10557133871	5414.0784	88	57.5372	0.0021	288.2437	99.9570914391424	HF033_RN001_D01	Yes
HF033_RN001_D01_1	HF033_RN001_D01_1.bam	218886946	218764707	14275439811	14273617110	4905.7184	89	57.5605	0.0022	389.7159	99.944154275879	HF033_RN001_D01	No
HF033_RN001_D02.recal	HF033_RN001_D02.recal.bam	314506470	314328398	13609104377	13607629315	14837.153	94	57.5351	0.0021	371.5019	99.9433804970689	HF033_RN001_D02	Yes
HF033_RN001_D02_1	HF033_RN001_D02_1.bam	316826044	316453011	21240581691	21238237057	13013.4031	95	57.564	0.0023	579.8263	99.8822593637536	HF033_RN001_D02	No
HF033_RT001_D01.recal	HF033_RT001_D01.recal.bam	216221642	216144020	10123142745	10121750275	7134.7489	95	57.5069	0.0022	276.3592	99.9641007258654	HF033_RT001_D01	Yes
HF033_RT001_D01_1	HF033_RT001_D01_1.bam	217255158	217161245	14426633756	14424621808	6353.5104	97	57.5386	0.0023	393.8434	99.9567729480559	HF033_RT001_D01	No
HF036_BB017_D01.recal	HF036_BB017_D01.recal.bam	277659494	277502673	961567860	961228174	119723.0034	136	58.6648	0.0059	1799.981	99.943520389762	HF036_BB017_D01	Yes
HF036_BB017_D01_3	HF036_BB017_D01_3.bam	281683670	281463502	14603844870	14599534150	68513.1271	144	58.2654	0.0062	27337.2735	99.9218385645146	HF036_BB017_D01	No
HF036_ET001_D01.recal	HF036_ET001_D01.recal.bam	597040226	596718968	29443185189	29440362924	12723.8466	135	57.6014	0.0024	803.7914	99.9461915653234	HF036_ET001_D01	Yes
HF036_ET001_D01_1	HF036_ET001_D01_1.bam	600839402	600312037	39366811252	39363020619	11518.6975	136	57.5847	0.0026	1074.7039	99.9122286257784	HF036_ET001_D01	No
HF036_ET001_D02.recal	HF036_ET001_D02.recal.bam	171301247	171216793	1979324889	1978694730	19052.4939	130	58.9785	0.0044	3705.1438	99.9506985492055	HF036_ET001_D02	Yes
HF036_ET001_D02_1	HF036_ET001_D02_1.bam	173286102	173169012	9308787740	9305954047	10579.4895	136	58.5632	0.0051	17425.3341	99.9324296647864	HF036_ET001_D02	No
HF036_RN001_D02.recal	HF036_RN001_D02.recal.bam	438201394	438004511	22160452579	22158314145	11734.8165	109	57.6199	0.002	604.9747	99.9550702022641	HF036_RN001_D02	Yes
HF036_RN001_D02_1	HF036_RN001_D02_1.bam	440881018	440625562	29284275194	29281433671	10564.7355	110	57.6271	0.0021	799.4532	99.9420578365658	HF036_RN001_D02	No
HF036_RT001_D02.recal	HF036_RT001_D02.recal.bam	360607776	360467629	17726313532	17724138472	11087.1547	105	57.5323	0.0023	483.9238	99.961135890758	HF036_RT001_D02	Yes
HF036_RT001_D02_1	HF036_RT001_D02_1.bam	362048486	361866057	24602383159	24599336601	9986.4763	106	57.5432	0.0024	671.6388	99.9496119975489	HF036_RT001_D02	No
HF041_ET001_D01.recal	HF041_ET001_D01.recal.bam	287599331	287468272	15836061305	15834683540	20749.8573	103	57.4696	0.0024	432.2935	99.9544300052631	HF041_ET001_D01	Yes
HF041_ET001_D01_1	HF041_ET001_D01_1.bam	72878998	72833221	4914315871	4913887604	19371.2478	104	57.5683	0.0025	134.1512	99.9371876655055	HF041_ET001_D01	No
HF041_ET001_D01_2	HF041_ET001_D01_2.bam	72749606	72705556	4905033109	4904602446	19288.8328	104	57.5693	0.0025	133.8978	99.9394498438933	HF041_ET001_D01	No
HF041_ET001_D01_3	HF041_ET001_D01_3.bam	71195158	71150259	4800134547	4799711261	19871.4391	105	57.5702	0.0025	131.0343	99.9369353179889	HF041_ET001_D01	No
HF041_ET001_D01_4	HF041_ET001_D01_4.bam	72351756	72303805	4877980353	4877552765	19859.3142	104	57.5655	0.0026	133.1593	99.9337251745486	HF041_ET001_D01	No
HF041_ET002_D01.recal	HF041_ET002_D01.recal.bam	506123714	505799246	22488318528	22486029770	10350.7234	100	57.4217	0.0027	613.8871	99.9358915634607	HF041_ET002_D01	Yes
HF041_ET002_D01_1	HF041_ET002_D01_1.bam	299348202	299056690	19681467843	19679439059	8753.173	101	57.49	0.0025	537.2656	99.9026177548245	HF041_ET002_D01	No
HF041_ET002_D01_2	HF041_ET002_D01_2.bam	209773614	209534750	13805556238	13804147290	9174.7798	102	57.4801	0.0036	376.8647	99.8861324856614	HF041_ET002_D01	No
HF041_RN001_D02.recal	HF041_RN001_D02.recal.bam	248741647	248620420	13584888492	13583305947	15161.1578	95	57.5573	0.0022	370.8409	99.9512638910846	HF041_RN001_D02	Yes
HF041_RN001_D02_1	HF041_RN001_D02_1.bam	63166748	63124146	4233256546	4232757770	14275.5384	96	57.6487	0.0022	115.5596	99.9325562873682	HF041_RN001_D02	No
HF041_RN001_D02_2	HF041_RN001_D02_2.bam	63094600	63053213	4227773834	4227277937	14115.8385	96	57.6489	0.0022	115.41	99.9344048460566	HF041_RN001_D02	No
HF041_RN001_D02_3	HF041_RN001_D02_3.bam	61514588	61473259	4124397730	4123909243	14463.4215	97	57.6521	0.0022	112.588	99.9328143106477	HF041_RN001_D02	No
HF041_RN001_D02_4	HF041_RN001_D02_4.bam	62533378	62489436	4190131402	4189637939	14136.6717	96	57.6481	0.0023	114.3824	99.9297303273781	HF041_RN001_D02	No
HF052_ET001_D01.recal	HF052_ET001_D01.recal.bam	291076734	290941189	12806790430	12805663434	20490.7772	100	57.4658	0.0027	349.6221	99.9534332414215	HF052_ET001_D01	Yes
HF052_ET001_D01_1	HF052_ET001_D01_1.bam	111563324	111488246	7338910725	7338260108	19409.4641	102	57.5589	0.0029	200.3504	99.9327036903275	HF052_ET001_D01	No
HF052_ET001_D01_2	HF052_ET001_D01_2.bam	101596960	101535393	6672053568	6671463423	18018.6828	101	57.563	0.0028	182.1454	99.9394007458491	HF052_ET001_D01	No
HF052_ET001_D01_3	HF052_ET001_D01_3.bam	80093222	80044504	5265997786	5265530572	19059.3912	102	57.5794	0.0029	143.7604	99.9391733797399	HF052_ET001_D01	No
HF052_RN001_D01.recal	HF052_RN001_D01.recal.bam	290132170	289947771	11989289993	11988143341	18337.9619	99	57.548	0.0025	327.3046	99.936443104534	HF052_RN001_D01	Yes
HF052_RN001_D01_1	HF052_RN001_D01_1.bam	112180330	112083488	7363728621	7363023848	17067.4763	102	57.6409	0.0029	201.0279	99.9136729228734	HF052_RN001_D01	No
HF052_RN001_D01_2	HF052_RN001_D01_2.bam	100046330	99966773	6560438672	6559804887	16630.846	102	57.6485	0.0028	179.0983	99.9204798416893	HF052_RN001_D01	No
HF052_RN001_D01_3	HF052_RN001_D01_3.bam	79787826	79725429	5236731536	5236228809	16976.0724	103	57.6655	0.0029	142.9614	99.9217963402086	HF052_RN001_D01	No
HF057_BB008_D01.recal	HF057_BB008_D01.recal.bam	355538546	355290901	1008827605	1008480234	148831.336	128	58.6857	0.0052	1888.4476	99.9303465115706	HF057_BB008_D01	Yes
HF057_BB008_D01_3	HF057_BB008_D01_3.bam	361669132	361323670	19318664193	19313148360	87806.4273	140	58.347	0.0057	36163.0523	99.9044812041078	HF057_BB008_D01	No
HF057_ET001_D01.recal	HF057_ET001_D01.recal.bam	269682809	269576044	13096436236	13094935205	10078.6153	103	57.5468	0.0024	357.5294	99.9604108988645	HF057_ET001_D01	Yes
HF057_ET001_D01_1	HF057_ET001_D01_1.bam	271497238	271369258	18216329163	18214217700	9286.7711	106	57.5754	0.0025	497.3011	99.9528613989068	HF057_ET001_D01	No
HF057_ET002_D01.recal	HF057_ET002_D01.recal.bam	463001960	462713224	15047042237	15045474464	11152.8392	91	57.3696	0.0028	410.7548	99.9376382769524	HF057_ET002_D01	Yes
HF057_ET002_D01_1	HF057_ET002_D01_1.bam	275039030	274790718	17642363811	17640455209	8733.446	96	57.4707	0.0028	481.602	99.9097175408159	HF057_ET002_D01	No
HF057_ET002_D01_2	HF057_ET002_D01_2.bam	191897192	191676532	12342979362	12341659604	9024.2824	98	57.456	0.0041	336.9392	99.8850113450331	HF057_ET002_D01	No
HF057_RN001_D02.recal	HF057_RN001_D02.recal.bam	262792419	262657960	11888847397	11887600222	14508.6362	99	57.5873	0.0022	324.5625	99.9488345209836	HF057_RN001_D02	Yes
HF057_RN001_D02_1	HF057_RN001_D02_1.bam	264515062	264355271	17680362599	17678498472	13154.9282	103	57.6201	0.0024	482.6694	99.9395909636329	HF057_RN001_D02	No
HF057_RT001_D01.recal	HF057_RT001_D01.recal.bam	291845764	291661486	12789305385	12787194086	8772.0705	110	57.5709	0.0025	349.1448	99.9368577438047	HF057_RT001_D01	Yes
HF057_RT001_D01_1	HF057_RT001_D01_1.bam	293514106	293242911	19596805067	19593498136	7887.6111	115	57.5933	0.0027	534.9878	99.9076040999542	HF057_RT001_D01	No
HF068_ET001_D01.recal	HF068_ET001_D01.recal.bam	307409396	307277323	15817089141	15815903604	9766.0493	91	57.4239	0.0024	431.7756	99.9570367719014	HF068_ET001_D01	Yes
HF068_ET001_D01_1	HF068_ET001_D01_1.bam	78299358	78250171	5154120432	5153732720	8843.3209	92	57.5134	0.0025	140.6974	99.9371808386986	HF068_ET001_D01	No
HF068_ET001_D01_2	HF068_ET001_D01_2.bam	77954382	77906831	5131862707	5131476820	8349.8803	92	57.5171	0.0024	140.0898	99.9390015047518	HF068_ET001_D01	No
HF068_ET001_D01_3	HF068_ET001_D01_3.bam	75878288	75830911	4997772154	4997390913	8891.4942	92	57.522	0.0025	136.4294	99.9375618490496	HF068_ET001_D01	No
HF068_ET001_D01_4	HF068_ET001_D01_4.bam	77485490	77435765	5101101426	5100712810	8506.3452	92	57.5149	0.0025	139.2501	99.9358266947786	HF068_ET001_D01	No
HF068_RN001_D01.recal	HF068_RN001_D01.recal.bam	191452041	191367730	9476993220	9475831833	4473.9064	87	57.5399	0.002	258.7034	99.9559623394143	HF068_RN001_D01	Yes
HF068_RN001_D01_1	HF068_RN001_D01_1.bam	48894684	48865196	3237092557	3236690013	4036.4224	89	57.6236	0.0021	88.3663	99.9396907851986	HF068_RN001_D01	No
HF068_RN001_D01_2	HF068_RN001_D01_2.bam	48202674	48174348	3191427519	3191028657	3735.2296	89	57.6272	0.002	87.1197	99.9412356252269	HF068_RN001_D01	No
HF068_RN001_D01_3	HF068_RN001_D01_3.bam	46720376	46692045	3095509507	3095125399	3758.8644	89	57.628	0.0021	84.5014	99.9393605051466	HF068_RN001_D01	No
HF068_RN001_D01_4	HF068_RN001_D01_4.bam	48598008	48568135	3217134428	3216732927	3913.7292	89	57.6255	0.0021	87.8215	99.9385304023161	HF068_RN001_D01	No
HF079_E001_D01.recal	HF079_E001_D01.recal.bam	79453946	79409593	3290823183	3290521871	5580.7945	79	57.3777	0.0029	89.8386	99.9441777252951	HF079_E001_D01.	Yes
HF079_E001_D01_1	HF079_E001_D01_1.bam	80068344	80013740	5078466998	5077991797	4785.5235	83	57.4485	0.0031	138.6409	99.9318032604746	HF079_E001_D01_	No
HF079_ET001_D01.recal	HF079_ET001_D01.recal.bam	79453946	79409593	3290823183	3290521871	5580.7945	79	57.3777	0.0029	89.8386	99.9441777252951	HF079_ET001_D01	Yes
HF079_ET001_D01_1	HF079_ET001_D01_1.bam	80068344	80013740	5078466998	5077991797	4785.5235	83	57.4485	0.0031	138.6409	99.9318032604746	HF079_ET001_D01	No
HF079_FT001_D01.recal	HF079_FT001_D01.recal.bam	631459792	631165552	32594200986	32591922830	20312.2234	118	57.4635	0.0024	889.8134	99.9534032089251	HF079_FT001_D01	Yes
HF079_FT001_D01_1	HF079_FT001_D01_1.bam	636425704	636039043	42309977859	42306998712	17882.3853	118	57.4591	0.0025	1155.0516	99.9392449114532	HF079_FT001_D01	No
HF079_RN001_D02.recal	HF079_RN001_D02.recal.bam	84158094	84112675	2141203416	2141022592	6270.0857	72	57.3267	0.0024	58.4543	99.9460313347876	HF079_RN001_D02	Yes
HF079_RN001_D02_1	HF079_RN001_D02_1.bam	85116348	84656181	5306795172	5306323494	4342.9456	80	57.4892	0.0026	144.8742	99.4593670771683	HF079_RN001_D02	No
HF079_RT001_D01.recal	HF079_RT001_D01.recal.bam	121694038	121649069	3309443663	3309114528	3847.866	71	57.2269	0.0025	90.347	99.963047491283	HF079_RT001_D01	Yes
HF079_RT001_D01_1	HF079_RT001_D01_1.bam	122528652	122465627	7493924801	7493118174	3199.0031	77	57.3662	0.0028	204.5822	99.9485630511956	HF079_RT001_D01	No
HF082_ET001_D01.recal	HF082_ET001_D01.recal.bam	582043842	581775475	27741629648	27739181971	18105.1388	128	57.5481	0.0024	757.3394	99.953892304903	HF082_ET001_D01	Yes
HF082_ET001_D01_1	HF082_ET001_D01_1.bam	585789030	585438745	37899803256	37896450089	15853.6961	130	57.5425	0.0025	1034.655	99.9402028747449	HF082_ET001_D01	No
HF082_ET001_D02.recal	HF082_ET001_D02.recal.bam	167667399	167596735	1691240132	1690703338	26096.234	121	58.8976	0.0044	3165.8713	99.9578546572432	HF082_ET001_D02	Yes
HF082_ET001_D02_1	HF082_ET001_D02_1.bam	169688708	169593152	9151936448	9149169617	14325.8588	129	58.5137	0.0051	17131.7206	99.9436874727103	HF082_ET001_D02	No
HF082_FT001_D01.recal	HF082_FT001_D01.recal.bam	610231008	609991429	28715328472	28713385158	45222.6563	124	57.364	0.0026	783.9211	99.9607396220678	HF082_FT001_D01	Yes
HF082_FT001_D01_1	HF082_FT001_D01_1.bam	613096046	612765441	39390377319	39387730225	40433.8631	126	57.3602	0.0027	1075.3472	99.9460761487279	HF082_FT001_D01	No
HF082_RN001_D01.recal	HF082_RN001_D01.recal.bam	280104059	279971412	13912641798	13910474402	7864.183	99	57.5946	0.0021	379.8116	99.9526436709009	HF082_RN001_D01	Yes
HF082_RN001_D01_1	HF082_RN001_D01_1.bam	281731728	281577034	18907569318	18904597715	7254.5636	101	57.6154	0.0022	516.1718	99.9450917363486	HF082_RN001_D01	No
HF082_RT001_D01.recal	HF082_RT001_D01.recal.bam	261887145	261756884	13176817871	13174933249	6589.5947	98	57.509	0.0023	359.7238	99.9502606361225	HF082_RT001_D01	Yes
HF082_RT001_D01_1	HF082_RT001_D01_1.bam	263401794	263247406	17446162291	17443655273	6026.2815	99	57.5254	0.0024	476.2758	99.9413868836444	HF082_RT001_D01	No
HF083_ET001_D01.recal	HF083_ET001_D01.recal.bam	243075853	242974934	11718841597	11717698247	12351.9729	95	57.4664	0.0024	319.9214	99.9584825071045	HF083_ET001_D01	Yes
HF083_ET001_D01_1	HF083_ET001_D01_1.bam	244601830	244481353	16120057339	16118477958	11199.4083	97	57.4921	0.0025	440.0735	99.9507456669478	HF083_ET001_D01	No
HF083_FT001_D01.recal	HF083_FT001_D01.recal.bam	475320484	475122964	25197141490	25195335020	29233.7752	117	57.4375	0.0026	687.8755	99.9584448794763	HF083_FT001_D01	Yes
HF083_FT001_D01_1	HF083_FT001_D01_1.bam	478574290	478315904	31797301494	31795008415	26507.939	117	57.4399	0.0027	868.0582	99.9460092183389	HF083_FT001_D01	No
HF083_RN001_D01.recal	HF083_RN001_D01.recal.bam	260327427	260195188	11859262058	11858208477	8357.4813	106	57.6149	0.0022	323.7548	99.949202816805	HF083_RN001_D01	Yes
HF083_RN001_D01_1	HF083_RN001_D01_1.bam	261706600	261550395	17404404496	17402877664	7053.8475	110	57.6459	0.0024	475.1358	99.9403129305872	HF083_RN001_D01	No
HF083_RT001_D01.recal	HF083_RT001_D01.recal.bam	240391242	240287453	11674637627	11673037288	7659.8936	100	57.5344	0.0024	318.7146	99.9568249661941	HF083_RT001_D01	Yes
HF083_RT001_D01_1	HF083_RT001_D01_1.bam	241808218	241682334	16239148906	16236898118	6970.8316	102	57.5581	0.0025	443.3246	99.9479405617224	HF083_RT001_D01	No
HF085_ET001_D01.recal	HF085_ET001_D01.recal.bam	96126822	96023184	5299250618	5298682887	18481.0494	112	57.5671	0.004	144.6682	99.8921861787962	HF085_ET001_D01	Yes
HF085_ET001_D01_L1	HF085_ET001_D01_L1.bam	96755608	96607104	6637321177	6636609628	17790.7326	114	57.5607	0.0044	181.1972	99.846516390037	HF085_ET001_D01	No
HF085_FT001_D01.recal	HF085_FT001_D01.recal.bam	196671839	196477596	10115961386	10115275147	53316.2109	131	57.4045	0.0039	276.1632	99.9012349704016	HF085_FT001_D01	Yes
HF085_FT001_D01_L1	HF085_FT001_D01_L1.bam	197680964	197389646	12709750497	12708891637	50384.2758	132	57.3811	0.0043	346.9729	99.852632244347	HF085_FT001_D01	No
HF085_RN001_D01.recal	HF085_RN001_D01.recal.bam	113374162	113241442	6125756261	6124982773	6147.6619	123	57.7332	0.0035	167.2316	99.8829362901928	HF085_RN001_D01	Yes
HF085_RN001_D01_L1	HF085_RN001_D01_L1.bam	114083510	113814116	7804895102	7803908478	5852.8051	125	57.7174	0.0038	213.0716	99.763862454793	HF085_RN001_D01	No
HF085_RT001_D01.recal	HF085_RT001_D01.recal.bam	94070084	93989661	5014759235	5014101556	6759.8996	116	57.6386	0.0036	136.9016	99.9145073581522	HF085_RT001_D01	Yes
HF085_RT001_D01_L1	HF085_RT001_D01_L1.bam	94611990	94472507	6525352020	6524490926	6544.354	118	57.6379	0.004	178.1404	99.8525736537198	HF085_RT001_D01	No
HF104_ET001_D01.recal	HF104_ET001_D01.recal.bam	241672411	241572947	13453653255	13452486648	17511.849	101	57.4966	0.0026	367.2584	99.9588434610354	HF104_ET001_D01	Yes
HF104_ET001_D01_1	HF104_ET001_D01_1.bam	61558526	61524595	4166785951	4166423396	16629.5318	102	57.5881	0.0027	113.7451	99.9448800967067	HF104_ET001_D01	No
HF104_ET001_D01_2	HF104_ET001_D01_2.bam	61095804	61063274	4135872569	4135510995	16503.3725	102	57.5872	0.0026	112.9012	99.9467557542904	HF104_ET001_D01	No
HF104_ET001_D01_3	HF104_ET001_D01_3.bam	59501626	59469363	4028955487	4028603654	16580.6472	102	57.5901	0.0027	109.9826	99.9457779523538	HF104_ET001_D01	No
